run,segment,file,value,error,weight
66522,-1,data/run66522.root,nan,0,0
66684,-1,data/run66684.root,nan,0,0
66685,-1,data/run66685.root,nan,0,0
68520,-1,data/run68520.root,nan,0,0
68522,-1,data/run68522.root,nan,0,0
68523,-1,data/run68523.root,nan,0,0
68531,-1,data/run68531.root,nan,0,0
68548,-1,data/run68548.root,nan,0,0
68550,-1,data/run68550.root,nan,0,0
68554,-1,data/run68554.root,nan,0,0
68584,-1,data/run68584.root,nan,0,0
68589,-1,data/run68589.root,nan,0,0
68604,-1,data/run68604.root,nan,0,0
66522,-1,data/run66522.root,nan,0,0
66522,-1,data/run66522.root,nan,0,0
66684,-1,data/run66684.root,nan,0,0
66684,-1,data/run66684.root,nan,0,0
66685,-1,data/run66685.root,nan,0,0
66685,-1,data/run66685.root,nan,0,0
68520,-1,data/run68520.root,nan,0,0
68520,-1,data/run68520.root,nan,0,0
68522,-1,data/run68522.root,nan,0,0
68522,-1,data/run68522.root,nan,0,0
68523,-1,data/run68523.root,nan,0,0
68523,-1,data/run68523.root,nan,0,0
68531,-1,data/run68531.root,nan,0,0
68531,-1,data/run68531.root,nan,0,0
68548,-1,data/run68548.root,nan,0,0
68548,-1,data/run68548.root,nan,0,0
68550,-1,data/run68550.root,nan,0,0
68550,-1,data/run68550.root,nan,0,0
68554,-1,data/run68554.root,nan,0,0
68554,-1,data/run68554.root,nan,0,0
68584,-1,data/run68584.root,nan,0,0
68584,-1,data/run68584.root,nan,0,0
68589,-1,data/run68589.root,nan,0,0
68589,-1,data/run68589.root,nan,0,0
68604,-1,data/run68604.root,nan,0,0
68604,-1,data/run68604.root,nan,0,0
66522,-1,data/run66522.root,nan,0,0
66684,-1,data/run66684.root,nan,0,0
66685,-1,data/run66685.root,nan,0,0
68520,-1,data/run68520.root,nan,0,0
68522,-1,data/run68522.root,nan,0,0
68523,-1,data/run68523.root,nan,0,0
68531,-1,data/run68531.root,nan,0,0
68548,-1,data/run68548.root,nan,0,0
68550,-1,data/run68550.root,nan,0,0
68554,-1,data/run68554.root,nan,0,0
68584,-1,data/run68584.root,nan,0,0
68589,-1,data/run68589.root,nan,0,0
68604,-1,data/run68604.root,nan,0,0
